age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,management,married,tertiary,no,39146,no,yes,cellular,12,aug,2550,16,5,8,failure,yes
32,technician,married,tertiary,no,47401,yes,yes,cellular,26,oct,1855,16,-1,0,unknown,no
30,retired,married,tertiary,no,85630,no,no,cellular,24,feb,1562,16,-1,0,unknown,yes
34,housemaid,married,secondary,no,53895,yes,no,cellular,12,jul,507,9,-1,0,unknown,yes
41,student,divorced,secondary,no,71351,no,no,cellular,24,feb,2150,18,236,1,unknown,yes
42,student,single,primary,no,74930,no,no,cellular,14,sep,1862,2,-1,0,unknown,no
31,student,divorced,secondary,no,96798,yes,no,cellular,20,dec,1317,4,-1,0,unknown,yes
19,admin.,single,secondary,no,95968,no,yes,cellular,16,aug,489,8,-1,0,unknown,yes
84,retired,married,secondary,no,26043,yes,yes,cellular,2,aug,3218,9,-1,0,unknown,no
81,retired,married,secondary,no,30494,no,yes,cellular,4,mar,2730,3,-1,0,unknown,yes
74,student,married,tertiary,no,12978,yes,no,cellular,3,sep,708,11,-1,0,unknown,yes
50,student,single,primary,no,13578,no,no,telephone,8,jun,2165,15,-1,0,unknown,yes
39,blue-collar,divorced,tertiary,no,-1218,yes,yes,cellular,23,sep,2851,2,-1,0,unknown,no
49,management,married,tertiary,yes,6321,no,yes,cellular,14,oct,524,2,-1,0,unknown,no
88,services,married,secondary,no,9941,yes,yes,cellular,24,dec,3065,8,132,3,unknown,yes
24,admin.,married,tertiary,no,33927,yes,no,unknown,5,jul,623,12,279,7,success,no
56,self-employed,married,primary,no,14109,yes,no,telephone,13,apr,3094,7,-1,0,unknown,no
61,management,married,secondary,no,10224,yes,no,cellular,1,may,467,10,-1,0,unknown,yes
77,blue-collar,single,secondary,no,69011,yes,no,cellular,22,apr,1375,12,-1,0,unknown,yes
44,housemaid,married,secondary,no,-10,no,no,telephone,28,apr,3006,12,-1,0,unknown,no
22,management,married,tertiary,no,1795,yes,no,telephone,28,sep,2722,14,296,2,failure,no
23,technician,single,secondary,no,37217,no,no,unknown,18,aug,881,16,16,6,unknown,yes
72,unemployed,single,tertiary,no,63003,no,no,telephone,9,may,2982,19,316,5,failure,no
58,housemaid,married,primary,no,31488,yes,no,telephone,15,aug,2845,11,-1,0,unknown,no
29,management,single,secondary,no,75736,yes,no,cellular,23,aug,571,3,-1,0,unknown,yes
30,self-employed,single,tertiary,no,97524,yes,no,cellular,24,oct,36,10,35,5,failure,no
88,admin.,divorced,tertiary,no,53499,no,no,cellular,22,jan,3189,20,337,3,other,no
45,technician,single,tertiary,no,21960,no,no,cellular,1,dec,2650,19,355,1,success,yes
62,retired,single,tertiary,no,-1531,yes,no,cellular,8,aug,2096,20,334,5,success,yes
70,services,divorced,secondary,no,84885,no,no,cellular,7,feb,667,2,336,1,success,yes
50,management,married,secondary,no,37450,yes,no,cellular,9,jul,340,18,-1,0,unknown,yes
53,technician,married,primary,no,96678,yes,no,cellular,1,mar,2681,7,338,8,success,yes
34,blue-collar,married,primary,no,90417,yes,no,unknown,12,sep,2987,6,-1,0,unknown,yes
50,admin.,divorced,secondary,no,26300,yes,no,telephone,29,jul,788,9,-1,0,unknown,yes
60,self-employed,divorced,tertiary,no,9158,no,no,cellular,12,aug,1577,12,279,1,other,yes
54,entrepreneur,single,tertiary,no,73362,yes,no,telephone,18,may,380,6,-1,0,unknown,yes
53,admin.,married,secondary,no,80051,yes,no,telephone,5,mar,2812,6,-1,0,unknown,yes
89,self-employed,married,secondary,no,-281,yes,no,cellular,25,nov,3421,1,231,6,failure,no
58,admin.,divorced,primary,no,37231,yes,no,cellular,21,jun,2192,9,-1,0,unknown,yes
60,blue-collar,single,primary,no,94697,no,yes,telephone,22,apr,3598,15,147,8,failure,yes
86,blue-collar,married,secondary,no,55896,yes,no,cellular,5,may,1189,16,-1,0,unknown,yes
73,housemaid,divorced,tertiary,no,1008,no,no,cellular,6,jan,904,4,24,7,other,yes
49,retired,single,primary,no,92025,no,no,cellular,26,jun,2592,11,-1,0,unknown,yes
55,student,divorced,secondary,no,5153,no,no,cellular,15,jul,1388,12,90,8,failure,yes
80,blue-collar,married,primary,no,49771,no,no,cellular,28,jan,828,15,128,3,success,yes
20,admin.,single,tertiary,no,33378,no,yes,telephone,1,jan,2499,2,-1,0,unknown,yes
53,management,married,primary,no,41616,no,yes,cellular,16,aug,2298,19,-1,0,unknown,yes
20,admin.,divorced,secondary,no,73853,no,no,telephone,6,mar,1025,17,-1,0,unknown,yes
70,housemaid,married,secondary,no,30192,no,no,telephone,20,aug,3281,13,-1,0,unknown,no
18,retired,single,tertiary,no,99284,yes,no,cellular,19,jul,1679,15,-1,0,unknown,yes
50,self-employed,married,secondary,no,30019,yes,no,cellular,10,jan,2413,7,199,2,unknown,yes
40,entrepreneur,married,secondary,no,14933,no,no,telephone,4,mar,1027,14,-1,0,unknown,no
85,housemaid,married,tertiary,no,55788,no,no,telephone,18,jul,2496,5,-1,0,unknown,yes
46,technician,single,unknown,no,116,yes,no,telephone,17,jun,2795,10,191,5,failure,no
27,student,married,tertiary,no,26696,yes,no,cellular,15,sep,2357,5,301,1,failure,yes
55,retired,married,secondary,no,1834,no,yes,cellular,6,jan,1362,3,-1,0,unknown,no
39,housemaid,married,tertiary,no,30086,yes,no,cellular,17,sep,138,8,-1,0,unknown,no
51,blue-collar,married,tertiary,no,63956,no,no,cellular,5,apr,3321,13,-1,0,unknown,yes
40,blue-collar,married,secondary,no,58708,yes,no,cellular,30,dec,995,3,-1,0,unknown,no
54,unemployed,married,secondary,no,88301,no,no,cellular,12,dec,112,6,309,4,failure,yes
38,management,married,tertiary,no,-524,yes,no,telephone,1,dec,2647,6,-1,0,unknown,no
89,entrepreneur,single,secondary,no,38624,yes,yes,cellular,14,feb,2923,6,-1,0,unknown,no
51,technician,married,primary,no,51150,yes,no,cellular,5,nov,2798,5,340,5,success,yes
81,technician,married,tertiary,no,77249,no,yes,cellular,18,jun,354,20,347,4,success,yes
78,retired,married,secondary,no,87627,no,no,unknown,26,jul,2185,16,-1,0,unknown,yes
85,unemployed,married,secondary,no,17478,yes,no,cellular,16,jul,2079,9,266,1,failure,yes
36,self-employed,single,tertiary,no,38397,no,no,cellular,17,jun,3371,14,200,8,unknown,yes
31,admin.,married,secondary,no,10821,yes,no,telephone,11,jan,1971,18,-1,0,unknown,no
69,retired,divorced,tertiary,no,68672,no,no,cellular,22,jul,698,19,-1,0,unknown,yes
46,student,married,secondary,no,2209,no,no,telephone,28,feb,2106,7,307,1,success,yes
36,retired,single,tertiary,no,24847,yes,no,cellular,17,apr,2565,16,321,3,other,yes
34,admin.,divorced,secondary,no,26457,no,yes,unknown,6,apr,2409,5,-1,0,unknown,yes
75,blue-collar,married,tertiary,no,48864,yes,no,cellular,8,may,692,2,-1,0,unknown,yes
19,technician,married,secondary,no,3337,yes,yes,cellular,6,aug,2485,2,321,9,failure,no
57,admin.,married,primary,no,84480,no,yes,cellular,22,mar,3472,12,-1,0,unknown,yes
90,unemployed,married,tertiary,no,71393,yes,no,cellular,9,jun,1048,3,-1,0,unknown,yes
35,blue-collar,married,tertiary,no,45465,no,no,cellular,22,aug,1760,8,227,4,failure,yes
85,admin.,married,secondary,no,46341,yes,no,unknown,24,mar,74,8,-1,0,unknown,no
30,unemployed,married,secondary,no,60307,yes,no,telephone,30,mar,1898,8,-1,0,unknown,yes
45,unemployed,single,secondary,no,93458,yes,no,cellular,31,nov,499,4,-1,0,unknown,yes
49,housemaid,married,primary,no,38191,yes,no,cellular,10,nov,245,5,-1,0,unknown,no
27,blue-collar,married,tertiary,no,77624,no,no,telephone,18,jan,2967,12,-1,0,unknown,yes
61,technician,divorced,secondary,no,13805,yes,no,cellular,28,aug,612,14,34,8,failure,yes
55,retired,married,unknown,no,33440,yes,no,cellular,26,oct,2106,15,-1,0,unknown,yes
37,student,married,primary,no,32355,yes,no,cellular,12,jan,1884,11,-1,0,unknown,yes
62,unemployed,single,unknown,yes,274,yes,yes,cellular,13,jul,2453,11,161,1,other,no
29,self-employed,married,tertiary,no,78318,no,no,cellular,29,may,3342,12,-1,0,unknown,no
43,admin.,married,tertiary,no,47954,yes,yes,cellular,9,oct,3351,1,-1,0,unknown,yes
55,housemaid,married,tertiary,no,53328,no,no,cellular,19,sep,522,1,288,3,failure,yes
80,services,single,secondary,no,43364,yes,no,cellular,18,feb,1529,7,66,3,success,no
47,services,married,tertiary,no,73591,yes,no,telephone,19,may,1563,5,-1,0,unknown,yes
68,technician,single,secondary,no,27189,no,yes,telephone,18,nov,55,18,-1,0,unknown,no
90,unemployed,divorced,primary,no,10873,no,yes,cellular,26,may,326,4,173,2,failure,no
38,admin.,single,tertiary,no,94404,yes,no,cellular,20,jan,1955,2,97,10,success,yes
61,blue-collar,divorced,primary,no,46203,yes,no,telephone,6,sep,1731,3,-1,0,unknown,no
36,retired,married,secondary,yes,90037,no,yes,cellular,6,mar,3049,2,-1,0,unknown,no
67,self-employed,married,secondary,no,38989,no,yes,cellular,13,mar,3148,9,-1,0,unknown,yes
70,management,single,secondary,no,75630,yes,no,cellular,26,may,2671,15,-1,0,unknown,yes
81,retired,single,unknown,no,67571,no,no,cellular,10,aug,312,3,-1,0,unknown,yes
66,blue-collar,single,tertiary,no,98217,no,no,telephone,29,sep,566,8,-1,0,unknown,yes
55,student,single,secondary,no,84231,no,no,cellular,16,nov,3588,12,-1,0,unknown,yes
74,housemaid,single,secondary,no,77239,no,yes,cellular,2,dec,3545,12,-1,0,unknown,no
37,blue-collar,married,tertiary,no,83138,yes,no,cellular,2,sep,2851,3,141,1,success,yes
74,entrepreneur,married,tertiary,no,43685,yes,no,cellular,24,sep,2814,8,-1,0,unknown,yes
67,management,divorced,secondary,no,1722,yes,no,cellular,6,dec,2241,16,314,4,other,no
79,services,single,secondary,no,54406,no,no,cellular,28,dec,3574,17,-1,0,unknown,yes
48,blue-collar,married,tertiary,no,99280,no,no,telephone,25,mar,2645,11,210,7,failure,yes
53,blue-collar,single,primary,no,51968,no,no,cellular,11,sep,704,6,106,3,success,yes
50,blue-collar,single,primary,no,39026,yes,yes,unknown,22,dec,2416,9,-1,0,unknown,no
24,unemployed,divorced,secondary,no,91235,yes,no,cellular,15,dec,3170,11,-1,0,unknown,no
64,unemployed,single,primary,no,17479,no,no,unknown,20,may,1693,18,322,3,unknown,yes
27,blue-collar,single,primary,no,36870,no,no,telephone,14,sep,1089,16,-1,0,unknown,yes
60,blue-collar,married,primary,no,-1585,no,no,cellular,22,feb,937,1,-1,0,unknown,yes
89,housemaid,single,tertiary,no,69882,no,yes,telephone,24,sep,742,2,-1,0,unknown,yes
19,unemployed,married,tertiary,no,9053,yes,no,cellular,25,nov,2810,13,-1,0,unknown,yes
70,self-employed,single,tertiary,no,28057,yes,no,telephone,5,oct,750,3,-1,0,unknown,yes
57,technician,divorced,tertiary,no,9220,no,yes,cellular,21,jul,733,20,-1,0,unknown,yes
61,entrepreneur,married,secondary,no,3287,yes,no,cellular,10,oct,1728,7,-1,0,unknown,no
79,housemaid,married,secondary,no,14636,yes,no,telephone,13,dec,847,2,140,7,failure,yes
63,admin.,married,secondary,no,77316,no,yes,unknown,24,aug,1042,6,66,7,success,no
46,student,single,tertiary,no,39811,no,no,cellular,4,mar,2892,9,-1,0,unknown,yes
52,unemployed,married,secondary,no,73575,yes,yes,telephone,8,dec,2506,1,167,9,unknown,no
75,technician,married,tertiary,no,74156,no,no,telephone,15,mar,1909,19,-1,0,unknown,no
77,unemployed,married,tertiary,no,62662,yes,no,cellular,12,oct,572,9,332,5,failure,yes
19,housemaid,divorced,secondary,no,59624,no,no,telephone,16,mar,1778,19,-1,0,unknown,yes
73,self-employed,single,tertiary,no,35661,yes,no,cellular,21,may,1468,17,-1,0,unknown,yes
19,self-employed,married,unknown,no,8441,yes,yes,cellular,17,jan,408,17,-1,0,unknown,no
39,services,married,secondary,no,29209,no,no,cellular,10,mar,2249,20,-1,0,unknown,yes
59,student,single,secondary,no,18953,yes,no,cellular,4,oct,3471,9,-1,0,unknown,yes
53,self-employed,married,secondary,no,85906,no,no,telephone,4,may,601,12,-1,0,unknown,yes
57,housemaid,single,secondary,no,587,no,no,cellular,28,nov,2904,8,96,7,failure,yes
76,unemployed,married,tertiary,no,74384,yes,no,cellular,2,jun,3334,4,37,10,failure,yes
34,technician,single,secondary,no,90545,yes,no,cellular,12,jan,2516,9,-1,0,unknown,yes
52,services,married,unknown,no,44276,yes,no,cellular,8,dec,277,9,-1,0,unknown,no
28,blue-collar,divorced,tertiary,no,40432,no,no,cellular,22,may,2053,5,36,8,failure,yes
86,student,married,secondary,no,34357,no,no,cellular,16,jun,1221,17,279,6,other,yes
23,services,divorced,secondary,no,65547,yes,no,cellular,10,jan,1803,20,-1,0,unknown,yes
75,blue-collar,single,primary,no,43060,yes,no,cellular,12,feb,398,10,45,10,success,no
52,self-employed,single,tertiary,no,32336,no,no,telephone,10,jun,285,18,298,6,other,no
72,admin.,married,tertiary,no,7462,no,no,cellular,29,aug,2625,19,-1,0,unknown,yes
81,unemployed,married,primary,no,51183,no,no,telephone,21,oct,1271,17,-1,0,unknown,no
63,admin.,single,secondary,no,11229,yes,no,cellular,6,dec,196,20,-1,0,unknown,no
79,admin.,married,secondary,no,23178,no,no,cellular,30,jul,1654,20,-1,0,unknown,yes
81,admin.,single,secondary,no,25792,no,yes,cellular,31,nov,870,13,-1,0,unknown,yes
52,blue-collar,married,secondary,no,92828,yes,no,cellular,5,mar,3597,1,70,9,unknown,no
84,blue-collar,single,tertiary,no,34731,yes,no,cellular,15,nov,3156,16,-1,0,unknown,no
26,entrepreneur,married,secondary,no,76872,no,no,cellular,5,may,3176,18,74,1,unknown,yes
85,retired,married,secondary,no,80094,no,no,telephone,10,jul,768,11,-1,0,unknown,no
27,entrepreneur,single,secondary,no,99663,yes,no,cellular,23,sep,915,15,125,5,other,yes
79,management,married,tertiary,no,54929,no,no,unknown,5,sep,2240,4,-1,0,unknown,yes
69,services,single,secondary,no,96409,yes,no,cellular,10,nov,2771,17,333,10,failure,yes
82,unemployed,married,tertiary,no,88059,yes,no,telephone,20,dec,774,17,-1,0,unknown,yes
20,student,divorced,primary,no,12821,no,no,telephone,18,may,2056,13,-1,0,unknown,yes
69,blue-collar,married,tertiary,no,85925,no,no,telephone,28,jan,2236,11,-1,0,unknown,yes
56,unemployed,married,tertiary,no,35453,no,no,telephone,18,mar,959,16,-1,0,unknown,yes
27,management,married,secondary,no,61852,no,no,cellular,7,oct,3455,20,-1,0,unknown,yes
46,blue-collar,married,tertiary,no,32861,no,no,cellular,7,dec,562,2,-1,0,unknown,yes
25,retired,single,primary,no,88643,yes,yes,telephone,30,jan,3504,6,-1,0,unknown,yes
36,services,single,secondary,no,5601,yes,no,telephone,25,jun,2293,14,-1,0,unknown,yes
28,retired,married,primary,no,19259,no,no,cellular,9,feb,2411,6,-1,0,unknown,no
58,technician,married,secondary,no,27255,no,no,cellular,24,sep,3399,11,49,9,failure,yes
68,unemployed,divorced,secondary,no,86977,yes,no,telephone,24,may,753,13,223,3,failure,yes
80,student,divorced,tertiary,no,75057,no,yes,cellular,24,jul,2350,13,84,7,other,yes
69,unemployed,single,tertiary,no,65993,no,no,cellular,13,mar,1844,16,351,3,failure,yes
69,technician,single,secondary,yes,6112,no,no,cellular,4,dec,2975,16,-1,0,unknown,no
18,admin.,married,primary,no,5311,yes,no,cellular,25,nov,485,10,195,5,other,yes
26,entrepreneur,married,secondary,no,78816,no,no,unknown,16,jan,1263,8,-1,0,unknown,yes
39,technician,married,primary,no,2898,yes,no,cellular,10,jun,175,2,-1,0,unknown,no
67,management,single,tertiary,no,17703,no,no,telephone,10,jul,482,15,308,1,success,yes
23,housemaid,married,primary,no,17650,no,no,telephone,25,jul,2435,5,-1,0,unknown,yes
57,self-employed,divorced,secondary,no,62213,yes,yes,cellular,6,feb,2317,11,-1,0,unknown,no
44,blue-collar,married,tertiary,no,44483,yes,no,cellular,29,sep,635,2,-1,0,unknown,yes
26,self-employed,married,tertiary,no,17849,yes,no,cellular,23,apr,1774,10,-1,0,unknown,yes
60,technician,single,primary,no,98893,yes,no,telephone,22,aug,1059,3,-1,0,unknown,yes
31,blue-collar,married,secondary,no,57811,yes,no,cellular,25,nov,240,18,-1,0,unknown,no
78,blue-collar,married,secondary,no,8021,no,no,unknown,16,aug,2143,8,10,10,failure,yes
19,entrepreneur,married,tertiary,no,57704,yes,yes,telephone,6,jun,2122,2,-1,0,unknown,yes
57,blue-collar,married,primary,no,85560,yes,no,telephone,27,oct,1887,9,322,9,failure,yes
73,entrepreneur,single,secondary,no,66350,yes,no,cellular,18,nov,2305,3,-1,0,unknown,yes
67,blue-collar,married,secondary,no,85260,no,yes,telephone,28,apr,457,5,-1,0,unknown,yes
26,retired,married,secondary,no,83155,yes,no,cellular,8,oct,944,5,8,8,failure,yes
49,admin.,married,secondary,no,21284,no,no,cellular,4,may,3344,13,211,4,success,yes
41,blue-collar,divorced,tertiary,no,85597,yes,no,telephone,17,jul,1566,8,145,5,failure,yes
77,self-employed,single,tertiary,no,89252,yes,no,cellular,10,sep,344,2,-1,0,unknown,yes
28,housemaid,married,secondary,no,42497,yes,no,telephone,27,sep,3490,15,-1,0,unknown,no
26,services,married,secondary,no,33643,yes,no,cellular,21,dec,3375,7,-1,0,unknown,yes
89,services,married,tertiary,no,85167,yes,yes,cellular,13,apr,3154,15,-1,0,unknown,no
26,admin.,married,secondary,no,5236,no,no,cellular,16,jan,3479,3,-1,0,unknown,yes
25,management,married,primary,no,78384,yes,no,cellular,4,nov,3202,8,15,8,success,no
81,housemaid,married,primary,no,84155,yes,no,telephone,7,apr,267,13,-1,0,unknown,no
26,management,married,tertiary,no,35272,yes,yes,cellular,27,jan,3046,16,-1,0,unknown,no
52,self-employed,married,secondary,no,27839,yes,yes,telephone,4,jun,475,2,253,9,success,yes
89,self-employed,single,primary,no,-980,yes,no,cellular,13,apr,3296,4,-1,0,unknown,no
50,services,married,secondary,no,99888,yes,no,cellular,15,dec,2141,14,-1,0,unknown,yes
57,unemployed,married,primary,no,72171,no,no,cellular,1,oct,2656,20,-1,0,unknown,yes
76,self-employed,married,tertiary,no,8468,yes,no,cellular,6,aug,1608,13,-1,0,unknown,yes
34,management,married,secondary,no,33384,yes,no,cellular,6,mar,3600,9,-1,0,unknown,yes
21,entrepreneur,divorced,secondary,no,82074,yes,no,cellular,25,sep,1919,20,-1,0,unknown,yes
79,self-employed,single,secondary,no,97665,no,no,cellular,28,mar,1448,7,-1,0,unknown,yes
36,blue-collar,married,tertiary,no,67763,yes,no,cellular,31,feb,1222,20,-1,0,unknown,yes
58,admin.,married,secondary,no,86555,no,no,cellular,22,apr,383,19,74,10,unknown,yes
27,unemployed,married,primary,no,16901,yes,no,cellular,27,dec,845,15,162,6,failure,yes
39,blue-collar,single,primary,yes,43082,no,no,cellular,26,apr,355,4,-1,0,unknown,no
42,student,married,tertiary,no,46604,no,no,cellular,29,nov,225,2,-1,0,unknown,no
83,services,married,tertiary,no,70817,no,no,cellular,11,may,59,14,352,4,failure,no
61,student,married,primary,no,24116,yes,yes,cellular,18,oct,2763,8,-1,0,unknown,no
30,blue-collar,married,tertiary,no,15511,no,no,unknown,4,oct,2443,3,-1,0,unknown,yes
26,blue-collar,single,secondary,no,12309,yes,no,cellular,30,feb,2763,14,322,10,other,no
47,self-employed,married,primary,no,-1567,yes,no,cellular,20,jul,1331,7,-1,0,unknown,no
39,self-employed,married,secondary,no,76718,no,no,cellular,3,feb,2594,9,-1,0,unknown,yes
85,housemaid,married,secondary,no,26122,no,no,cellular,18,jul,1190,7,-1,0,unknown,yes
20,self-employed,single,secondary,no,33448,no,no,cellular,26,jun,1385,15,-1,0,unknown,yes
29,self-employed,married,secondary,no,3421,no,no,telephone,18,sep,2661,14,-1,0,unknown,no
39,admin.,single,secondary,yes,82152,yes,no,cellular,30,aug,893,5,-1,0,unknown,no
70,services,married,secondary,no,89310,no,no,unknown,22,sep,3058,1,-1,0,unknown,yes
77,services,married,secondary,no,92005,no,no,telephone,21,jul,1972,17,74,3,success,no
32,student,married,tertiary,no,1777,yes,no,unknown,25,may,891,7,-1,0,unknown,no
77,management,married,secondary,no,17958,no,yes,telephone,1,apr,1875,17,-1,0,unknown,yes
33,unemployed,single,tertiary,no,67859,yes,no,cellular,29,aug,3570,8,-1,0,unknown,yes
71,retired,married,unknown,no,23990,no,no,cellular,14,jul,1458,4,-1,0,unknown,yes
59,unemployed,married,tertiary,no,53942,no,no,cellular,15,aug,2870,5,-1,0,unknown,no
84,student,single,unknown,no,69182,yes,no,telephone,12,aug,1330,16,-1,0,unknown,yes
64,retired,single,secondary,no,37071,no,no,cellular,4,nov,2525,8,-1,0,unknown,yes
35,unemployed,single,secondary,no,44891,no,no,telephone,27,apr,2305,15,214,7,failure,yes
79,management,married,tertiary,no,97841,yes,no,telephone,25,feb,2386,3,110,4,other,yes
